-7146,P=R@Y,FALSE,23/12/2017
9489,29?QC,FALSE,22/12/2017
-2786,.HQD5,FALSE,18/12/2017
-9827,:C<?D,FALSE,11/12/2017
1597,Y5VPT,FALSE,24/11/2017
694,NAPQO,FALSE,22/11/2017
7874,Z@CR0,FALSE,18/11/2017
-1734,0AW41,FALSE,17/11/2017
5222,CK.ZK,FALSE,15/11/2017
8889,NO4GK,FALSE,11/11/2017
-9670,SNT2T,FALSE,10/11/2017
-2206,JE;?C,FALSE,28/10/2017
2295,BF:L:,FALSE,27/10/2017
-772,8VUR>,FALSE,24/10/2017
76,LO21<,FALSE,9/10/2017
7629,7OC;B,FALSE,24/9/2017
8259,=2GQW,FALSE,23/9/2017
-1486,TL7TO,FALSE,20/9/2017
5465,IF7KR,FALSE,19/9/2017
-500,I5<IZ,FALSE,17/9/2017
8509,D-.W9,FALSE,24/8/2017
7985,D<0@P,FALSE,17/8/2017
3766,=->LH,FALSE,14/8/2017
-7204,PISKJ,FALSE,5/8/2017
-9525,-ME0P,FALSE,2/8/2017
5627,J;SRU,FALSE,2/8/2017
-3112,R/:O4,FALSE,25/7/2017
4294,YF7JX,FALSE,24/7/2017
1162,R:8S1,FALSE,22/7/2017
-2226,HL?Y<,FALSE,12/7/2017
5746,@A1G?,FALSE,2/7/2017
-3095,R.34E,FALSE,26/6/2017
7530,.VEYC,FALSE,18/6/2017
-9138,VLIT9,FALSE,15/6/2017
-7826,7TV=N,FALSE,13/6/2017
-9546,/N/HV,FALSE,7/6/2017
9661,SFT;A,FALSE,22/5/2017
3903,RU?9/,FALSE,20/5/2017
577,>>AV1,FALSE,19/5/2017
-7011,=IO/<,FALSE,17/5/2017
7125,<1/6O,FALSE,14/5/2017
6881,8MBF=,FALSE,13/5/2017
-4573,?Q?T0,FALSE,11/5/2017
-6815,XM3N2,FALSE,22/4/2017
-361,OZ=0H,FALSE,13/4/2017
-314,9=XIN,FALSE,12/4/2017
-5678,LXE@9,FALSE,8/4/2017
-2768,N68YW,FALSE,8/4/2017
-8761,6<RXB,FALSE,6/4/2017
4023,D3W?N,FALSE,3/4/2017
6058,2F85Z,FALSE,24/3/2017
-1184,DQJ/7,FALSE,23/3/2017
-508,;5.;K,FALSE,22/3/2017
-966,Q<;6;,FALSE,21/3/2017
686,4WBZ/,FALSE,21/3/2017
5143,4<XQ1,FALSE,11/3/2017
7442,XYQ@F,FALSE,7/3/2017
-9968,8KAX2,FALSE,17/2/2017
-1824,E4P.D,FALSE,17/2/2017
6364,E;<1B,FALSE,16/2/2017
-3771,XRC?I,FALSE,10/2/2017
-6622,:=HSD,FALSE,9/2/2017
-2674,0;1U5,FALSE,8/2/2017
-8351,2=WTV,FALSE,27/1/2017
-6946,3SOOR,FALSE,21/1/2017
-5203,OO=GP,FALSE,18/1/2017
-2482,<FV?B,FALSE,18/1/2017
-1063,A1D;-,FALSE,13/1/2017
-8138,;VE7?,FALSE,10/1/2017
-6201,P@.FZ,FALSE,4/1/2017
-1338,><6:A,FALSE,3/1/2017
9025,8T-N.,FALSE,18/12/2016
-5458,?O3LH,FALSE,14/12/2016
-5273,0R9PA,FALSE,14/12/2016
496,WMRU=,FALSE,9/12/2016
7808,9-WH.,FALSE,5/12/2016
5501,C>9WE,FALSE,27/11/2016
-4639,L24=J,FALSE,19/11/2016
-3901,JC5@>,FALSE,13/11/2016
-8572,8=J9S,FALSE,11/11/2016
4110,DLSIT,FALSE,10/11/2016
4855,M7KJ1,FALSE,8/11/2016
6127,5JS6@,FALSE,1/11/2016
-8061,IVL=W,FALSE,25/10/2016
-6255,AIGJ;,FALSE,22/10/2016
-2103,5EFRA,FALSE,22/10/2016
-3413,<GP4:,FALSE,8/10/2016
1959,NZJ//,FALSE,8/10/2016
-7383,UE5I-,FALSE,23/9/2016
-1062,8R?<X,FALSE,9/9/2016
1183,:7>O1,FALSE,7/9/2016
-7528,OP/YF,FALSE,5/9/2016
779,6NEF9,FALSE,28/8/2016
-9061,689O5,FALSE,26/8/2016
-6125,-KL=A,FALSE,21/8/2016
-1668,6B<FK,FALSE,19/8/2016
-6736,9F?I:,FALSE,14/8/2016
4016,@4RO;,FALSE,14/8/2016
7933,55FLP,FALSE,7/8/2016
-3054,PFZ0:,FALSE,6/8/2016
4317,V12<B,FALSE,6/8/2016
-2612,G=ZTG,FALSE,22/7/2016
6814,7T=E5,FALSE,20/7/2016
9960,:/44A,FALSE,7/7/2016
-3077,XRJXP,FALSE,4/7/2016
7943,?.1D7,FALSE,27/6/2016
-7224,6WQTA,FALSE,17/6/2016
-5872,H7DA/,FALSE,16/6/2016
4308,YB8JT,FALSE,16/6/2016
8085,A9OHJ,FALSE,13/6/2016
-9567,DEY.2,FALSE,7/6/2016
-1471,ONY4C,FALSE,19/5/2016
5531,OMCPF,FALSE,8/5/2016
-2951,XH5MH,FALSE,7/5/2016
7789,>LSS1,FALSE,3/5/2016
6700,XW5>?,FALSE,1/5/2016
-3367,8I3EN,FALSE,28/4/2016
-3589,<Q=<1,FALSE,20/4/2016
2677,ADJHD,FALSE,18/4/2016
-2382,0<J86,FALSE,16/4/2016
1854,VTG7V,FALSE,13/4/2016
8567,.G6CI,FALSE,11/4/2016
-7068,GR?F-,FALSE,26/3/2016
5856,:9IG.,FALSE,21/3/2016
7134,PIFUO,FALSE,21/3/2016
6572,OXZ5Y,FALSE,14/3/2016
-1467,.;I5A,FALSE,12/3/2016
6654,OH6-8,FALSE,3/3/2016
7859,Z99QK,FALSE,28/2/2016
-2379,?99UA,FALSE,27/2/2016
1472,L6N@>,FALSE,25/2/2016
-9658,T0L-W,FALSE,4/2/2016
8525,GE--3,FALSE,28/1/2016
7872,4GX=N,FALSE,11/1/2016
9093,ME6@5,FALSE,9/1/2016
-2891,YKP>;,FALSE,4/1/2016
1193,Q8G-=,FALSE,9/12/2015
-627,C=I40,FALSE,4/12/2015
7346,;412E,FALSE,20/11/2015
-1174,N8@=W,FALSE,17/11/2015
4856,7BI:1,FALSE,15/11/2015
-9624,>0/1@,FALSE,14/11/2015
3870,N1VJ0,FALSE,14/11/2015
-1726,EA86.,FALSE,8/11/2015
769,PKP2F,FALSE,5/11/2015
653,/DP3.,FALSE,3/11/2015
-9786,U2L46,FALSE,20/10/2015
216,4QCB5,FALSE,18/10/2015
-2375,X22FF,FALSE,17/10/2015
-2354,913QY,FALSE,16/10/2015
9811,6=GST,FALSE,13/10/2015
-550,ZIW:L,FALSE,10/10/2015
-5388,S7P68,FALSE,3/10/2015
-2478,I@O-5,FALSE,26/9/2015
8806,O0FN:,FALSE,15/9/2015
9995,/EZO9,FALSE,7/9/2015
-8562,.6WUU,FALSE,5/9/2015
7485,LQ3.L,FALSE,5/9/2015
-9163,XF;YR,FALSE,3/9/2015
6096,</=;B,FALSE,27/8/2015
6652,60?.A,FALSE,15/8/2015
-3666,:B>K.,FALSE,14/8/2015
-3777,GZ<37,FALSE,11/8/2015
8098,62GWT,FALSE,7/8/2015
-6907,2JEMJ,FALSE,12/7/2015
2709,>GFR4,FALSE,5/7/2015
4041,XWCED,FALSE,23/6/2015
-3580,HI/V/,FALSE,20/6/2015
3559,.C@=T,FALSE,17/6/2015
2730,-GQ4@,FALSE,13/6/2015
5644,-FNUL,FALSE,6/6/2015
2175,ROBN6,FALSE,4/6/2015
-3261,MPUFU,FALSE,3/6/2015
-2006,C6K<>,FALSE,20/5/2015
9009,7GR0B,FALSE,11/5/2015
-1230,@PZ=@,FALSE,3/5/2015
4770,ZZB0D,FALSE,28/4/2015
-3429,QGDD.,FALSE,27/4/2015
7425,H9YHX,FALSE,21/4/2015
816,UEH?O,FALSE,6/4/2015
-2997,374L0,FALSE,5/4/2015
5923,M6?@H,FALSE,4/4/2015
3366,CS62:,FALSE,28/3/2015
-7866,S8.KZ,FALSE,27/3/2015
8209,TNK97,FALSE,24/3/2015
4641,KZD2V,FALSE,23/3/2015
-2797,MU:8U,FALSE,18/3/2015
-207,195JA,FALSE,18/3/2015
3692,66L6M,FALSE,17/3/2015
-7784,0IBRQ,FALSE,11/3/2015
-9781,1ISM6,FALSE,7/3/2015
-3873,?XAX6,FALSE,25/2/2015
-6673,5:0R-,FALSE,15/2/2015
-5773,LSG.-,FALSE,8/2/2015
471,4A<QL,FALSE,8/2/2015
-4144,DQQ/4,FALSE,23/1/2015
-1734,RDCEX,FALSE,15/1/2015
-315,AMO7<,FALSE,14/1/2015
8906,D89OY,FALSE,13/1/2015
5242,6PS<Z,FALSE,11/1/2015
-8191,;FC?H,FALSE,5/1/2015
8614,0EPFZ,FALSE,3/1/2015
8957,:DDA7,FALSE,3/1/2015
8378,U-HD3,FALSE,22/12/2014
6964,I:/JY,FALSE,21/12/2014
-7229,?LV?S,FALSE,19/12/2014
-6014,YE90A,FALSE,17/12/2014
-5409,FL.33,FALSE,17/12/2014
-9024,ICSMF,FALSE,15/12/2014
6410,SMN/R,FALSE,13/12/2014
1034,SE1S1,FALSE,12/12/2014
-2248,.1ROO,FALSE,24/11/2014
5652,Y402S,FALSE,2/11/2014
-5121,DNDKH,FALSE,22/10/2014
5915,SS2E0,FALSE,21/10/2014
-4484,WV/W2,FALSE,15/10/2014
-7217,CNVNI,FALSE,13/10/2014
-2213,Y<@Z=,FALSE,10/10/2014
5190,AV/X.,FALSE,24/9/2014
-7923,P3B7S,FALSE,16/9/2014
6102,:RI.>,FALSE,4/9/2014
9932,I@=R:,FALSE,4/9/2014
-5005,RGORE,FALSE,28/8/2014
3703,EK60G,FALSE,25/8/2014
585,-L?AA,FALSE,23/8/2014
4606,;AX0F,FALSE,22/8/2014
333,KL>1.,FALSE,7/8/2014
2053,M.AGW,FALSE,7/8/2014
2010,LPR;-,FALSE,27/7/2014
-9143,;/XAF,FALSE,19/7/2014
-1830,>MTGQ,FALSE,19/7/2014
7660,B;BED,FALSE,18/7/2014
3938,WHFRG,FALSE,16/7/2014
5707,G<MWI,FALSE,14/7/2014
-2066,EM7H>,FALSE,13/7/2014
-4839,O4CVE,FALSE,10/7/2014
3209,-=J8=,FALSE,2/7/2014
7550,Q561K,FALSE,2/7/2014
-2721,7@@H<,FALSE,24/6/2014
1744,SO;UF,FALSE,24/6/2014
1588,4WPNQ,FALSE,20/6/2014
776,GMR?-,FALSE,17/6/2014
4145,TADRJ,FALSE,16/6/2014
7229,5O7/I,FALSE,16/6/2014
1330,NWP>-,FALSE,12/6/2014
-5215,N=HTS,FALSE,5/6/2014
3668,-Z3H6,FALSE,3/6/2014
-1909,4DFMQ,FALSE,27/5/2014
-1181,YY1V@,FALSE,27/5/2014
3205,O?WA?,FALSE,24/5/2014
-5918,B-D?.,FALSE,21/5/2014
-9113,P0/JL,FALSE,11/5/2014
-4285,30U@C,FALSE,5/5/2014
-9710,KN4;Z,FALSE,3/5/2014
5585,19D73,FALSE,2/5/2014
-4320,.@21:,FALSE,23/4/2014
-8531,SE=:H,FALSE,22/4/2014
8779,P4AOS,FALSE,22/4/2014
8637,:BITP,FALSE,15/4/2014
3511,A>AVT,FALSE,12/4/2014
8348,6>9SQ,FALSE,4/4/2014
-6844,<FE3N,FALSE,27/3/2014
-1690,TR>FU,FALSE,20/3/2014
4506,F7UQU,FALSE,28/2/2014
-5808,DTZ?E,FALSE,20/2/2014
-5331,5FPU0,FALSE,20/2/2014
3425,1IG<H,FALSE,18/2/2014
7612,4Y70P,FALSE,17/2/2014
5388,48B=W,FALSE,14/2/2014
-1230,>LR7E,FALSE,8/2/2014
6829,I1ESF,FALSE,8/2/2014
4030,V3AK3,FALSE,22/1/2014
8037,QI.B6,FALSE,19/1/2014
-660,AUA4P,FALSE,16/1/2014
-7729,>2EZM,FALSE,6/1/2014
-2560,6@V11,FALSE,2/1/2014
-9557,NX0VI,FALSE,26/12/2013
9079,9QMM0,FALSE,18/12/2013
2662,K//YD,FALSE,17/11/2013
8731,?.18:,FALSE,15/11/2013
9575,Q/Q>.,FALSE,14/11/2013
672,=RV<-,FALSE,10/11/2013
7526,=TA?/,FALSE,24/10/2013
5910,H-30D,FALSE,21/10/2013
6117,UDDEC,FALSE,12/10/2013
8489,5;;VX,FALSE,10/10/2013
7647,47GN/,FALSE,4/10/2013
-8620,JN-?6,FALSE,19/9/2013
-7070,:/>5>,FALSE,4/9/2013
-8156,QP-1K,FALSE,3/9/2013
-3435,J421X,FALSE,2/9/2013
-3963,3Y.MX,FALSE,24/8/2013
172,TW.@R,FALSE,17/8/2013
4394,IY8T:,FALSE,17/8/2013
-7440,:SB3@,FALSE,13/8/2013
-3616,E6@OC,FALSE,7/8/2013
95,LRJW3,FALSE,7/8/2013
4148,/BY34,FALSE,7/8/2013
6993,>7JT8,FALSE,6/8/2013
-3722,2VL1U,FALSE,4/8/2013
-5498,MHD.G,FALSE,25/7/2013
-1758,0Z-K-,FALSE,16/7/2013
-4280,EIK9Y,FALSE,11/7/2013
7821,-VTNU,FALSE,8/7/2013
3184,>0C-.,FALSE,4/7/2013
5572,NQD0U,FALSE,10/6/2013
-5173,64LNZ,FALSE,2/6/2013
9212,064J7,FALSE,23/5/2013
-6440,X:WZY,FALSE,22/5/2013
8400,MW=?;,FALSE,17/5/2013
1931,.60@R,FALSE,15/5/2013
4373,<QGQF,FALSE,11/5/2013
4592,NN@CQ,FALSE,9/5/2013
-7561,TXL:Q,FALSE,5/5/2013
403,G4H2V,FALSE,5/5/2013
685,DFT9Y,FALSE,5/5/2013
6821,E0NM4,FALSE,4/5/2013
720,-L0FD,FALSE,20/4/2013
2340,WEI<T,FALSE,20/3/2013
-8498,TPU0:,FALSE,3/3/2013
-7349,IMOTU,FALSE,3/3/2013
-4793,:RHF1,FALSE,27/2/2013
3121,/NYA:,FALSE,23/2/2013
-6752,@996I,FALSE,18/2/2013
-9579,BQ1Y/,FALSE,14/2/2013
1576,-XO1I,FALSE,1/2/2013
-284,M>QU1,FALSE,24/1/2013
-69,NU.C;,FALSE,10/1/2013
-2986,24B1Y,FALSE,26/12/2012
8167,S6S/X,FALSE,20/12/2012
7723,2A7@N,FALSE,19/12/2012
3299,OIOSB,FALSE,13/12/2012
6296,FDK:A,FALSE,11/12/2012
4736,:EC2L,FALSE,7/12/2012
-5417,Q0IZS,FALSE,5/12/2012
4206,EBQK.,FALSE,5/12/2012
-7480,N<E2<,FALSE,3/12/2012
-8110,XPDJZ,FALSE,27/11/2012
-5340,A5M@P,FALSE,27/11/2012
-6262,B?U9Z,FALSE,24/11/2012
-3194,UK-O:,FALSE,24/11/2012
-1371,HXPH0,FALSE,17/11/2012
-2531,BZ@:K,FALSE,14/11/2012
-8923,<7LU:,FALSE,13/11/2012
9698,V/=NB,FALSE,12/11/2012
6658,QZ0:C,FALSE,28/10/2012
-4288,5TN@S,FALSE,14/10/2012
3618,54D<6,FALSE,7/10/2012
-998,4B1<:,FALSE,4/10/2012
2765,2MOT4,FALSE,16/9/2012
1397,38/>2,FALSE,14/9/2012
8678,N8ZN.,FALSE,26/8/2012
-2235,E7YN0,FALSE,10/8/2012
-1507,AL8SV,FALSE,25/7/2012
8386,WKIOY,FALSE,22/7/2012
-9662,5=YYB,FALSE,21/7/2012
-8395,8PL86,FALSE,17/7/2012
6049,KAILF,FALSE,16/7/2012
6581,SWFW/,FALSE,15/7/2012
-1899,E2S6E,FALSE,14/7/2012
-119,IGT?A,FALSE,3/7/2012
5949,AQOB>,FALSE,27/6/2012
4171,M/3/Z,FALSE,24/6/2012
8093,JV1=1,FALSE,21/6/2012
1251,EM.NA,FALSE,19/6/2012
9338,AL45U,FALSE,11/6/2012
-5260,;RA>/,FALSE,3/6/2012
-5233,9WK>W,FALSE,3/6/2012
4089,2@H7C,FALSE,2/6/2012
2322,S/E8;,FALSE,1/6/2012
-3198,0CMQ5,FALSE,21/5/2012
-6467,F;<OT,FALSE,14/5/2012
-3182,4?P-B,FALSE,2/5/2012
3257,/==?H,FALSE,2/5/2012
662,>Z/O3,FALSE,25/4/2012
-471,/=LF7,FALSE,16/4/2012
6974,RE@B.,FALSE,5/4/2012
8442,II3QW,FALSE,1/4/2012
-4652,BXEM=,FALSE,17/3/2012
4471,3RQ:Y,FALSE,16/3/2012
3199,2.1HC,FALSE,9/3/2012
-523,V759>,FALSE,8/3/2012
9983,KYGX/,FALSE,4/3/2012
9369,7:S?Z,FALSE,24/2/2012
-3462,U43>/,FALSE,19/2/2012
-254,YHN6?,FALSE,19/2/2012
7089,3<OWL,FALSE,19/2/2012
-1433,L35XT,FALSE,15/2/2012
-952,GUT55,FALSE,8/2/2012
3699,=0@-;,FALSE,8/2/2012
-6087,M2>63,FALSE,4/2/2012
113,1L:40,FALSE,2/2/2012
-1798,9U1RO,FALSE,28/1/2012
7477,KWT>H,FALSE,18/1/2012
